image,description
rb_2417849095.png,"On the desk there is a plate, a package, a sponge and a black object. The robot arm reaches to the object and moves it on the top of the sponge. "
rb_2421950462.png,"On the desk there is a towel, a pot, a can and a fork. The robot arm reaches for the fork and lays it down on the desk. "
rb_2425536039.png,"There is a desk with drawers under it. On the desk there is a plate, a two cans. The robot arm reaches for the opened drawer and closes the drawer. "
rb_2426174570.png,"On the counter there is a bowl, a knife, a potato and another vegetable. The robot arms picks up the vegetable and places it inside the bowl."
rb_2429891052.png,"There is a desk with oven under it and a microwave abot it. There is also a sink, and two bottles on the desk. The robot arms picks up a bottle and moves above the sink, and then throws the bottle inside the sink."
rb_2435061224.png,"there is a desk with drawers under it. On the desk there is a bowl, a package and an apple. The robot arm reaches for the bowl and lifts it and places it at the edge of the desk besides the apple and package."
rb_2438086000.png,"There is a tray, a chair, an apple and a bowl on the desk. The robot arm grabs the green cup and places it on the tray."
rb_2469592830.png,"On the desk there is a water pot, and above the desk there is a microwave. Below the desk there is cabinet. The robot arm reaches for and picks up the pot and places it on the countertop."
rb_2473295456.png,There is a pot on the desk along with some vegetables. Inside the sink the re is a pot and an union. The pot is tilted. The robot arm reaches for the pot and then puts it in a upright position.
rb_2476899566.png,"In the sink there is a pot with lid, a bottle and an knife. On the desk there is a basket with a cup in it laying down. The robot arms reaches for the cup in the basket and puts it in the upright position.  "
rb_2504380449.png,There is a red cup and a blue bowl on the floor. There is also a desk and a wallet. The robot arm reaches for the wallet and picks it up and places it on the black desk.
rb_2515480499.png,There is a desk with drawers under it. On the desk there are two bottles and a blue ball. The robot arm reaches a bottle and grabs it and places it besides the ball. 
rb_2517163633.png,There is a desk with drawers under it. On the desk there is a bowl and a package. In the drawer there is a bottle of water. The robot arm reaches for the water bottle in the drawer and lifts it and places on on the desk.
rb_2525954176.png,On the desk there is a bottle and a pot. The robot arm reaches for the bottle and puts it inside the pot.
rb_2528862058.png,"There are trays, a box, a rubber and a black object on the desk. The robot arm reaches for the black object and place it on the pot in the box."
rb_2529774405.png,On the desk there are bottles with different colors. There is also a pink ball. The robot arms picks up the pink ball and puts it on the pink bottle. 
rb_2529887179.png,This is a kitchen with a microwave and a sink and countertop. The robot arm reaches for the faucet which originally faces towards the left and rotates it towards the middle.
rb_2531542037.png,There is a desk with drawers under it. On the desk there are two bottles and a white bowl. The robot arm reaches for the drawer in the bottom and opens it.
rb_2546761010.png,On the green carpet there is a white foam.The robot arm does not move.
rb_2562611564.png,"There is a pot on the countertop and there is a microwave above the countertop. There is also a sink with faucet. The robot arms approaches the pot and grabs it. Then the robot arms places the pot below the sink, which is a compartment."
rb_2563345036.png,There are two bowls on the table. Inside the bowl on the right there is an object in it. The robot arm grabs the object in the bowl on the right and lifts it and places in the bowl on the left.
rb_2572073014.png,On the desk there is a bowl and in the bowl there are some apples. The robot arm approaches the bowl and picks up one of the apples.
